timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-05-14T16:51:02,codecarbon,None,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,135.78560740000012,0.00027894854529479413,2.054330725001374e-06,112.0,0.0,20.0,0.0042240023995556274,0,0.0007537549711111246,0.004977757370666752,France,FRA,,,,Windows-11-10.0.26100-SP0,3.13.1,3.0.1,8,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,,,2.3387,48.8582,31.72928237915039,machine,N,1.0
